name,url_slug,url,pdf_url,website,tags,meal_type,address,latitude,longitude
Serra by Birreria,serra-by-birreria,https://www.nyctourism.com/restaurant-week/serra-by-birreria,https://assets.ctfassets.net/1aemqu6a6t65/3zNbHfOQjA8TLQLUDJMyTB/a88400fc541e75bf5975080ff200e558/ENY_Serra-NYCRW2023_Lunch_and_Dinner__2_.pdf,https://www.eataly.com/us_en/stores/nyc-flatiron/nyc-restaurants,Restaurants; Flatiron District; Manhattan; New York City; Wheelchair Accessible; Italian; $$$; Breweries & Beer Gardens; Member Organization,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"Eataly NYC Flatiron, 200 Fifth Ave.,Manhattan,10010,NY",40.742045,-73.9900845
Mas Tortilla,mas-tortilla,https://www.nyctourism.com/restaurant-week/mas-tortilla,https://assets.ctfassets.net/1aemqu6a6t65/5PRLcUnxrtqB2GsmTtxdpU/931c998fea23f896528bbc851a7df960/MAS_TORTILLA_NYC_RESTAURANT_WEEK_23__1_.pdf,https://mastortilla.com,Restaurants; Forest Hills; Queens; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Latino Owned; Mexican; Vegetarian Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"113-27B Queens Blvd.,Queens,11375,NY",40.7175843,-73.8348158
Harta,harta,https://www.nyctourism.com/restaurant-week/harta,https://assets.ctfassets.net/1aemqu6a6t65/2Ri2Ij4bsQeXUOAKRTYZzy/3ddf135bc8bc4d02deb7c3612ea23c6e/Harta_Restaurant_Week_Menu_Summer_2023_7.11.23.pdf,https://www.hartanyc.com,Restaurants; Garment District; Manhattan; New York City; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; $$$$,Lunch_Price_45; Dinner_Price_60,"30 W. 39th St.,Manhattan,10018,NY",40.7520979,-73.9838551
Gaudir,gaudir,https://www.nyctourism.com/restaurant-week/gaudir,,https://www.gaudir-spanish-tapas.com,Restaurants; East Harlem; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Spanish; Vegetarian Options; Gluten-Free; $$$; Member Organization; Outdoor Dining,Dinner_Price_60,"251 E. 110th St.,Manhattan,10029,NY",40.7934982,-73.9410433
Au Jus - Harlem,au-jus-harlem,https://www.nyctourism.com/restaurant-week/au-jus-harlem,,,Restaurants; East Harlem; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Barbecue; Vegetarian Options; Vegan Options; Gluten-Free; $$$; Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_30,"1569 Lexington Ave.,Manhattan,10029,NY",40.7885806,-73.9486339
Havana Central,havana-central-times-square,https://www.nyctourism.com/restaurant-week/havana-central-times-square,https://assets.ctfassets.net/1aemqu6a6t65/11K6TclRRmZA0FJfx5i8RG/03bb69a6696a3afdd45c745628364367/PDFsam_merge.pdf,https://havanacentral.com,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Cuban; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Organic; Internet; $$$; Member Organization,Lunch_Price_30; Dinner_Price_45,"151 W. 46th St.,Manhattan,10036,NY",40.7583422,-73.9841102
Evalyn’s Tap House,evalyns-tap-house,https://www.nyctourism.com/restaurant-week/evalyns-tap-house,https://assets.ctfassets.net/1aemqu6a6t65/3VXVeFENrvqKmZdNtoyjp5/0b42b036dacc409c74247c71d85a551e/Summer_Restaurant_Week.pdf,https://www.evalynstaphouse.com,Restaurants; Boerum Hill; Brooklyn; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Vegetarian Options; Vegan Options; Gluten-Free; $$$; Bar; Beer; Gastropub,Dinner_Price_30; Sunday_Dinner_30,"236 Butler St.,Brooklyn,11217,NY",40.681481,-73.985532
Gallow Green,gallow-green-chelsea,https://www.nyctourism.com/restaurant-week/gallow-green-chelsea,https://assets.ctfassets.net/1aemqu6a6t65/1fVmHoWQJhNOnST4OBtjqm/5c0558a6ce972942bf6e54484f438886/Gallow_Green_RW_menu-2023.pdf,https://mckittrickhotel.com/gallow-green,Restaurants; Chelsea; Manhattan; New York City; Mastercard Offer; American (New); Kosher; Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Bar; Member Organization; Lounge,Dinner_Price_60; Sunday_Dinner_Price_60,"The McKittrick Hotel, 530 W. 27th St.,Manhattan,10001,NY",40.75066,-74.003805
Singapura,laut-singapura,https://www.nyctourism.com/restaurant-week/laut-singapura,https://assets.ctfassets.net/1aemqu6a6t65/6CPUWzcCQkquEVXHzxTZck/c7b157983fd0fa40e4d273fe81e22703/20230719_100154_0000.pdf,https://singapura.nyc,Restaurants; Gramercy; Manhattan; New York City; Mastercard Offer; Asian American Owned; Asian Fusion; Malaysian; $$$$,Lunch_Price_30; Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"31 E. 20th St.,Manhattan,10003,NY",40.7389849,-73.9889528
Bowery Road,bowery-road,https://www.nyctourism.com/restaurant-week/bowery-road,https://assets.ctfassets.net/1aemqu6a6t65/1DJHLgghASWx63AT12bqnn/6e1383977f0f22b8e1c07aa342cde5cc/PDFsam_merge.pdf,https://www.boweryroad.com,Restaurants; East Village; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Vegetarian Options; Gluten-Free; $$$; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_60,"132 Fourth Ave.,Manhattan,10003,NY",40.7333427,-73.9901924
Kellari Taverna,kellari-taverna,https://www.nyctourism.com/restaurant-week/kellari-taverna,https://assets.ctfassets.net/1aemqu6a6t65/29E3eOHVt79io9N1yMWpIh/9031ca9e95bbfdf50004534839c5f9f1/PDFsam_merge.pdf,https://www.kellariny.com,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; Organic; Wheelchair Accessible; Greek; Vegetarian Options; Internet; $$$; Live Music; Member Organization,Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"19 W. 44th St.,Manhattan,10036,NY",40.7555245,-73.980845
Terasa North Ninth,terasa-north-ninth,https://www.nyctourism.com/restaurant-week/terasa-north-ninth,https://assets.ctfassets.net/1aemqu6a6t65/32zH4v20RI4TfCnPXK9AFI/2eff20013d584797e24d98bb0b6e819f/PDFsam_merge.pdf,https://terasanorthninth.com,Restaurants; Williamsburg; Brooklyn; New York City; Wheelchair Accessible; Mediterranean; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Lunch_Price_45; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"145 Bedford Ave.,Brooklyn,11211,NY",40.7188954,-73.9562651
La Baraka,la-baraka,https://www.nyctourism.com/restaurant-week/la-baraka,https://assets.ctfassets.net/1aemqu6a6t65/3W3kMBCGDbCQZZzIIddHBu/af14f4ece1998a9f4963d8922a8cc4f5/PDFsam_merge.pdf,https://www.labarakarest.com,Restaurants; Little Neck; Queens; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Latino Owned; French; $$$$,Lunch_Price_30; Dinner_Price_30,"255-09 Northern Blvd.,Queens,11362,NY",40.7722433,-73.7342049
STK Rooftop,stk-rooftop,https://www.nyctourism.com/restaurant-week/stk-rooftop,https://assets.ctfassets.net/1aemqu6a6t65/5QAzKNFfHwU4mnRebckVtr/f41bfc186a34becc10415e98a6300275/PDFsam_merge.pdf,https://stksteakhouse.com/venues/nyc-rooftop,Restaurants; Meatpacking District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Steakhouse; American (New); $$$$; Live Music; DJs; Member Organization; Outdoor Dining,Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"26 Little W. 12th St.,Manhattan,10014,NY",40.7398399,-74.0071747
STK Midtown,stk-midtown,https://www.nyctourism.com/restaurant-week/stk-midtown,https://assets.ctfassets.net/1aemqu6a6t65/2VQpXsF4dSv7TtzY7sFlrW/384f1585afc982a200abc2948d1eb936/PDFsam_merge.pdf,https://stksteakhouse.com/venues/nyc-midtown,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Steakhouse; Internet; $$$$; Member Organization; Private Function Room(s); Gift Cards Available; Outdoor Dining,Sunday_LunchBrunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"1114 Sixth Ave.,Manhattan,10036,NY",40.7546664,-73.9828494
STK Downtown,stk-downtown,https://www.nyctourism.com/restaurant-week/stk-downtown,https://assets.ctfassets.net/1aemqu6a6t65/5j5Urxe4ZhqpGHohGVCO4g/835d18121d87f6125245d883c6e3adaa/PDFsam_merge.pdf,https://stksteakhouse.com/venues/nyc-downtown,Restaurants; Meatpacking District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Steakhouse; Internet; $$$$; Member Organization; Private Function Room(s); Gift Cards Available; Outdoor Dining,Sunday_LunchBrunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"26 Little W. 12th St.,Manhattan,10014,NY",40.7397905,-74.0072722
Charlie Palmer Steak NYC,charlie-palmer-steak-nyc,https://www.nyctourism.com/restaurant-week/charlie-palmer-steak-nyc,https://assets.ctfassets.net/1aemqu6a6t65/4TMmgTcb83RtFo4brrOPrZ/3a3f3c1ffad715c9fb10223f395e5172/PDFsam_merge.pdf,https://www.charliepalmersteak.com/new-york-home,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Steakhouse; American (New); $$$$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45; Dinner_Price_60,"135 W. 42nd St.,Manhattan,10036,NY",40.7555597,-73.9853213
Dabble,dabble,https://www.nyctourism.com/restaurant-week/dabble,https://assets.ctfassets.net/1aemqu6a6t65/5McLgkirwy9OhnEasbrV1i/61b5d940e671c3f426d806119ce68327/Dabble_Summer_Restaurant_Week_Menu_2023.pdf,https://www.dabblenewyork.com,Restaurants; Midtown West; Manhattan; New York City; Wheelchair Accessible; American (New); Internet; $$$$; Member Organization,Lunch_Price_60; Sunday_LunchBrunch_Price_60,"Conrad New York Midtown, 151 W. 54th St.,Manhattan,10019,NY",40.7634658,-73.9806007
As You Are,as-you-are,https://www.nyctourism.com/restaurant-week/as-you-are,https://assets.ctfassets.net/1aemqu6a6t65/1JAO69hvOKRZ1M1TpISngN/b6dd4acc497e908a36c50351537bc115/PDFsam_merge.pdf,https://acehotel.com/brooklyn/eat-drink/as-you-are,Restaurants; Boerum Hill; Brooklyn; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; American (New); $$$$,Lunch_Price_30; Dinner_Price_60,"252 Schermerhorn St.,Brooklyn,11217,NY",40.6878222,-73.9837428
Steak Frites Bistro,steak-frites-bistro,https://www.nyctourism.com/restaurant-week/steak-frites-bistro,https://assets.ctfassets.net/1aemqu6a6t65/5VZTJhKDNkUdkrRPWRyrax/26d892b2437d6597df51e0ee8fa22a59/PDFsam_merge.pdf,https://www.steakfritesbistro.com,Restaurants; Garment District; Manhattan; New York City; Wheelchair Accessible; French; $$$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"496 Ninth Ave.,Manhattan,10018,NY",40.7555857,-73.994415
Ammos Estiatorio - Grand Central,ammos-estiatorio-grand-central,https://www.nyctourism.com/restaurant-week/ammos-estiatorio-grand-central,https://assets.ctfassets.net/1aemqu6a6t65/1o7FfOyrhTDuKK1vYPNvfs/af31316d7913aa3532d3e78589f7aff4/PDFsam_merge.pdf,https://ammosny.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Large Print; Braille; Wheelchair Accessible; Seafood; Greek; Vegetarian Options; Internet; $$$; Live Music; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45; Dinner_Price_60,"52 Vanderbilt Ave.,Manhattan,10017,NY",40.7543343,-73.9773555
Pepolino,pepolino,https://www.nyctourism.com/restaurant-week/pepolino,https://assets.ctfassets.net/1aemqu6a6t65/1WTdzajbNKffNbQccuBD5u/9e3b1987db4cb93ee4b5d5e9d34d5193/PDFsam_merge.pdf,https://www.pepolino.com,Restaurants; Tribeca; Manhattan; New York City; Italian; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Lunch_Price_30; Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"281 West Broadway,Manhattan,10013,NY",40.7207685,-74.0048972
Amor Cubano,amor-cubano,https://www.nyctourism.com/restaurant-week/amor-cubano,https://assets.ctfassets.net/1aemqu6a6t65/2Qf7u1GGtkDF9YudRf0Hsc/d917f854fb440c9ccef93976ec4a3421/PDFsam_merge.pdf,http://www.amorcubanonyc.com/Home.html,Restaurants; East Harlem; Manhattan; New York City; Wheelchair Accessible; Cuban; Live Music; $$$,Lunch_Price_30; Dinner_Price_45,"2018 Third Ave.,Manhattan,10029,NY",40.7947585,-73.942671
Sweet Catch,sweet-catch,https://www.nyctourism.com/restaurant-week/sweet-catch,https://assets.ctfassets.net/1aemqu6a6t65/5RCCkvrNP6t0kcBHjvME0s/c4db23db4081c0402f893243c864a2a1/restaurant_week_menu.pdf,https://www.sweetcatchbk.com,Restaurants; Prospect Lefferts Gardens; Brooklyn; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Black Owned; Seafood; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Dinner_Price_60; Sunday_Dinner_Price_60,"1222 Nostrand Ave.,Brooklyn,11225,NY",40.6573744,-73.9505511
Sinigual,sinigual,https://www.nyctourism.com/restaurant-week/sinigual,,https://www.sinigualrestaurants.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Mexican; Vegetarian Options; Free WiFi; Outdoor Dining; $$$$,Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_Price_60,"640 Third Ave.,Manhattan,10017,NY",40.7503139,-73.9750476
Melba’s,melbas-restaurant,https://www.nyctourism.com/restaurant-week/melbas-restaurant,https://assets.ctfassets.net/1aemqu6a6t65/7urqAuphunlomNM0oWT3rU/712e2ea4feb93f73466700b999dc382f/Restaurant_Week_7_24_23_-_8_20_23.pdf,https://www.melbasrestaurant.com,Restaurants; Harlem; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Black Owned; Soul Food / Southern; $$$; Member Organization; Outdoor Dining,Sunday_LunchBrunch_Price_45; Dinner_Price_45; Sunday_Dinner_Price_45; Lunch_Price_45,"300 W. 114th St.,Manhattan,10026,NY",40.803102,-73.9565658
The Stand,the-stand,https://www.nyctourism.com/restaurant-week/the-stand,https://assets.ctfassets.net/1aemqu6a6t65/69OSny90txodQwyNjbq0HH/d56e46fb2154c26a5b54d07cf31bfdd2/The_Stand_Prix-Fixe_2023.pdf,https://www.thestandnyc.com,Nightlife; Union Square; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; $$$$; Has Restaurant Amenity; Comedy; Comedy; Club; Private Function Room(s); Outdoor Dining,Sunday_LunchBrunch_Price_30; Dinner_Price_45; Sunday_Dinner_Price_45,"116 E. 16th St.,Manhattan,10003,NY",40.7353826,-73.9884719
Everdene,everdene,https://www.nyctourism.com/restaurant-week/everdene,https://assets.ctfassets.net/1aemqu6a6t65/1eBcOxq4MseN9BU2YR38Qk/0d477b568e693f760fc04ecd4c696ba5/RestaurantWeekTemplate.pdf,https://virginhotels.com/nyc/dine-and-drink/everdene,Restaurants; Nomad; Manhattan; New York City; Wheelchair Accessible; Asian American Owned; American (New); Vegetarian Options; Vegan Options; Gluten-Free; Bars/Cocktails; Hotel Bar; Live Music; DJs; $$$$,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"Virgin Hotels New York City, 1227 Broadway,Manhattan,10001,NY",40.7466063,-73.988791
AperiBar,aperibar,https://www.nyctourism.com/restaurant-week/aperibar,https://assets.ctfassets.net/1aemqu6a6t65/18WwqiLd5ASHdTd4nFl4yE/4c2e02ffb067b4ae82554d38fa6a0e0f/AperiBar_RW_2023.pdf,https://www.aperibar.com,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; $$$; Bar; Hotel Bar,Dinner_Price_45,"Luma Hotel Times Square, 120 W. 41st St.,Manhattan,10036,NY",40.754376,-73.985804
Prohibition,prohibition,https://www.nyctourism.com/restaurant-week/prohibition,https://assets.ctfassets.net/1aemqu6a6t65/SL28DObpvlCn7RIPbKKQq/8adf7882a71824ba4eceb423d999730c/REST_WEEK_SUMMER_2023_LARGE__1_.pdf,https://www.prohibition.net,Restaurants; Upper West Side; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Vegetarian Options; Gluten-Free; $$$$; Live Music; Member Organization; Nightlife,Dinner_Price_60; Sunday_Dinner_Price_60,"503 Columbus Ave.,Manhattan,10024,NY",40.7852237,-73.9727957
Plue Thai Kitchen,plue-thai-kitchen,https://www.nyctourism.com/restaurant-week/plue-thai-kitchen,https://assets.ctfassets.net/1aemqu6a6t65/3n0Jk7iSLBfag5HtHUXRpa/43aa850f41703f53a44b24e675e34c39/restaurant_week_menu__1_.pdf,https://www.pluenyc.com,Restaurants; East Harlem; Manhattan; New York City; Large Print; Wheelchair Accessible; LGBTQ+ Owned; Thai; Asian Fusion; Vegan Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_30; Sunday_LunchBrunch_Price_30; Sunday_Dinner_30,"1575 Lexington Ave.,Manhattan,10019,NY",40.7888244,-73.9484502
American Cut Steakhouse—Tribeca,american-cut-steakhouse-tribeca,https://www.nyctourism.com/restaurant-week/american-cut-steakhouse-tribeca,https://assets.ctfassets.net/1aemqu6a6t65/35Vp3NFrksyQSaMZ4HA29T/cb97302de2d5c993fc1cc3813700da82/American_Cut_Restaurant_Week_7.12.23.pdf,https://www.americancutsteakhouse.com/tribeca,Restaurants; Tribeca; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Steakhouse; American (New); Gluten-Free; Internet; $$$$; Free WiFi; Member Organization; Private Function Room(s),Dinner_Price_60,"363 Greenwich St.,Manhattan,10013,NY",40.7190959,-74.009992
Il Cortile,il-cortile-restaurant,https://www.nyctourism.com/restaurant-week/il-cortile-restaurant,https://assets.ctfassets.net/1aemqu6a6t65/5awwuoTZv6fkWp7FNVKImj/71451cb9b9680631a5529dd065c2882f/Restaurant_week_dinner.pdf,https://www.ilcortile.com,Restaurants; Little Italy; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Vegetarian Options; Vegan Options; Gluten-Free; $$$; Live Music; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_LunchBrunch_Price_60; Sunday_Dinner_Price_60,"125 Mulberry St.,New York,10013,NY",40.7179835,-73.9982316
RA Sushi Bar Restaurant – Times Square,ra-sushi-bar-restaurant-times-square,https://www.nyctourism.com/restaurant-week/ra-sushi-bar-restaurant-times-square,https://assets.ctfassets.net/1aemqu6a6t65/5vnholq7LG3H95v8sRS7Fl/ce7835e5708995ba9906b830817eeabf/RA_PRIX_FIXE_TSQ_Jul2023_web.pdf,https://rasushi.com/locations/times-square-ny,Restaurants; Times Square/Theatre District; Manhattan; New York City; Wheelchair Accessible; Japanese / Sushi; $$$; Mastercard Offer,Lunch_Price_45; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"229 W. 43rd St.,Manhattan,10036,NY",40.7576153,-73.9873677
"Keuka Kafe, a Wine Bar",keuka-kafe-a-wine-bar,https://www.nyctourism.com/restaurant-week/keuka-kafe-a-wine-bar,https://assets.ctfassets.net/1aemqu6a6t65/2fgNMATW2uDOHmVtcHVe1J/a74ea5788fadadda3e1b38cafa2487b1/Restaurant_Week_Summer_2023.pdf,https://www.keukakafe.com,Restaurants; Forest Hills; Queens; New York City; Wheelchair Accessible; American (New); Gluten-Free; $$$; Wine; Member Organization,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"112-04 Queens Blvd.,Queens,11375,NY",40.7178695,-73.836848
Sei Less,sei-less,https://www.nyctourism.com/restaurant-week/sei-less,https://assets.ctfassets.net/1aemqu6a6t65/11U9pbkliZ82zPf9tj3tZS/3ec66fd1a642e4ccd523235bda738085/SL_-_RESTAURANT_WEEK__SUMMER_2023.pdf,https://www.seiless.com,Restaurants; Garment District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Chinese; Free WiFi; Internet; $$$$; DJs; Lounge; Cocktails,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"156 W. 38th St.,Manhattan,10018,NY",40.7532237,-73.9884189
Essex,essex,https://www.nyctourism.com/restaurant-week/essex,https://assets.ctfassets.net/1aemqu6a6t65/2v48rbTkzOQGDBN2NQHB39/05ee5d06435fda3939b7f1a7221b6d06/Summer_Restaurant_Week_2023.pdf,https://www.essexnyc.com,Restaurants; Lower East Side; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$; DJs; Member Organization; Gift Cards Available; Outdoor Dining,Dinner_Price_45; Sunday_Dinner_45,"124 Rivington St.,Manhattan,10002,NY",40.7199179,-73.987059
The Good Good NYC,the-good-good-nyc,https://www.nyctourism.com/restaurant-week/the-good-good-nyc,https://assets.ctfassets.net/1aemqu6a6t65/52ECKk2xXRsDN3s4nBZxvi/20aa1cabe014c5fc90e3d91b6c55429e/The_Good_Good_Food_and_Wine_List-Restaurant_Week.pdf,https://www.thegoodgoodnyc.com,Restaurants; East Harlem; Manhattan; New York City; Wheelchair Accessible; Woman Owned; Black Owned; Caribbean; Vegan Options; Bars/Cocktails,Dinner_Price_45; Sunday_Dinner_Price_45,"1694 Park Ave.,Manhattan,10035,NY",40.8013042,-73.9422367
Masseria Dei Vini,masseria-dei-vini,https://www.nyctourism.com/restaurant-week/masseria-dei-vini,https://assets.ctfassets.net/1aemqu6a6t65/1yph2V3rcMy5gjzZJjF9yI/87cdbc757b1177554fe143016e424f9f/MDV_RW_FINAL_WEBSITE_SUMMER_MENU_2023.pdf,https://masseriadeivini.com,Restaurants; Hells Kitchen; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Vegetarian Options; Gluten-Free; $$$; Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"887 Ninth Ave.,Manhattan,10019,NY",40.7684477,-73.9857048
La Masseria,la-masseria,https://www.nyctourism.com/restaurant-week/la-masseria,https://assets.ctfassets.net/1aemqu6a6t65/1i6lnungPTyv6k9y7pOM9i/b1b0ee9f7dd52fc918a48aff7f43b4ad/RESTAURANT_WEEK_SUMMER_MENU_2023.pdf,https://lamasserianyc.com,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Vegetarian Options; Gluten-Free; Free WiFi; Internet; $$$; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"235 W. 48th St.,Manhattan,10036,NY",40.7607614,-73.9861055
Lore,lore,https://www.nyctourism.com/restaurant-week/lore,https://assets.ctfassets.net/1aemqu6a6t65/3rnbEjOBlBBKFaQpfbyjpg/83540e66a61beaf0895ee7094318ffab/LORE_RESTAURANT_WEEK_MENU_07.13.22.pdf,https://www.lorebrooklyn.com,Restaurants; Park Slope; Brooklyn; New York City; Mastercard Offer; Wheelchair Accessible; LGBTQ+ Owned; Asian American Owned; Eclectic; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Dinner_Price_45,"441 7th Ave.,Brooklyn,11215,NY",40.663082,-73.9844024
Fushimi - Times Square,fushimi-times-square,https://www.nyctourism.com/restaurant-week/fushimi-times-square,https://assets.ctfassets.net/1aemqu6a6t65/4tS1Mg1vROVmuvsAlShDsV/d3edcadbc5b6498eeabe269c1ad528ee/Fushimi_Restaurant_week_summer_2023.pdf,https://fushimi.nyc,Restaurants; Hells Kitchen; Manhattan; New York City; Wheelchair Accessible; Asian American Owned; Japanese / Sushi; $$$$; Midtown; Midtown West,Lunch_Price_30; Dinner_Price_30; Sunday_LunchBrunch_Price_30; Sunday_Dinner_30,"311 W. 43rd St.,Manhattan,10036,NY",40.7584564,-73.9900329
Gyu-Kaku Japanese BBQ - East Village,gyu-kaku-japanese-bbq-east-village,https://www.nyctourism.com/restaurant-week/gyu-kaku-japanese-bbq-east-village,https://assets.ctfassets.net/1aemqu6a6t65/6qptUdTNtFVVwBJm0CUUoI/d7a8595ae2649e0deb148e558e39e805/menu_restaurantweek_ny2306_3pm_s.pdf,https://www.gyu-kaku.com/east-village,Restaurants; Noho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"34 Cooper Square,Manhattan,10003,NY",40.728255,-73.9914601
Gyu-Kaku Japanese BBQ  - Amsterdam,gyu-kaku-japanese-bbq-amsterdam,https://www.nyctourism.com/restaurant-week/gyu-kaku-japanese-bbq-amsterdam,https://assets.ctfassets.net/1aemqu6a6t65/B6dYYM3BAsqljbOMEq1dO/42c2590076d1659bf97f4410915db0d8/menu_restaurantweek_ny2306_3pm_s.pdf,https://www.gyu-kaku.com/amsterdam,Restaurants; Upper West Side; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"620 Amsterdam Ave.,Manhattan,10024,NY",40.7905246,-73.9732201
Gyu-Kaku Japanese BBQ - Midtown,gyu-kaku-midtown,https://www.nyctourism.com/restaurant-week/gyu-kaku-midtown,https://assets.ctfassets.net/1aemqu6a6t65/5UkZVyQDXbu2LblBmZioMt/de31529acbf08b1cf694683b15e64454/menu_restaurantweek_ny2306_3pm_s.pdf,https://www.gyu-kaku.com/midtown,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"805 Third Ave., 2nd fl.,Manhattan,10022,NY",40.7554154,-73.9705757
Gyu-Kaku Japanese BBQ - Times Square,gyu-kaku-times-square,https://www.nyctourism.com/restaurant-week/gyu-kaku-times-square,https://assets.ctfassets.net/1aemqu6a6t65/79c5v2IHuyfR5iWffcqqeb/5692369308d8af721052c8f5bb010578/menu_restaurantweek_ny2306_3pm_s.pdf,https://www.gyu-kaku.com/times-square,Restaurants; Hells Kitchen; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"321 W. 44th St., Unit 103,Manhattan,10036,NY",40.7591328,-73.9898984
Gyu-Kaku Japanese BBQ – Flushing,gyu-kaku-japanese-bbq-flushing,https://www.nyctourism.com/restaurant-week/gyu-kaku-japanese-bbq-flushing,https://assets.ctfassets.net/1aemqu6a6t65/7CLUKNjGiUbG33zQq9tgZe/4382381ae468e71473f99461a79d493a/menu_restaurantweek_flu2306_3pm_s__1_.pdf,https://www.gyu-kaku.com/flushing,Restaurants; Flushing; Queens; New York City; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$; Mastercard Offer,Lunch_Price_30; Dinner_Price_45,"40-52 Main St., fl. 2,Queens,11354,NY",40.7581905,-73.8297312
