name,url_slug,url,pdf_url,website,tags,meal_type,address,latitude,longitude
Sylvia’s,sylvias-restaurant,https://www.nyctourism.com/restaurant-week/sylvias-restaurant,,https://sylviasrestaurant.com,Restaurants; Harlem; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Black Owned; Soul Food / Southern; Internet; $$$; Live Music; Member Organization; Private Function Room(s); Gift Cards Available; Outdoor Dining,Lunch_Price_30; Dinner_Price_45,"328 Lenox Ave.,Manhattan,10027,NY",40.8085945,-73.9444668
Carlotto,carlotto,https://www.nyctourism.com/restaurant-week/carlotto,https://assets.ctfassets.net/1aemqu6a6t65/5fvNDsZSuCi1IZDAB4ZmAf/110c8975199685c9b2c322b9ae575692/Carlotto_Summer_RW_DRAFT_6.12.pdf,https://carlottonewyork.com,Restaurants; Union Square; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Vegetarian Options; Gluten-Free; $$$$,Dinner_Price_60; Sunday_Dinner_Price_60,"100 E. 19th St.,Manhattan,10003,NY",40.7374367,-73.9876492
Onieal's Grand Street,onieals-grand-street,https://www.nyctourism.com/restaurant-week/onieals-grand-street,https://assets.ctfassets.net/1aemqu6a6t65/r7DFAYbNReNNffZJz5Lvu/cd354fa72f4e3dea9651e8621ced8723/PDFsam_merge.pdf,http://onieals.com/soho,Restaurants; Little Italy; Manhattan; New York City; Mastercard Offer; American (New); Vegetarian Options; $$$$,Lunch_Price_30; Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"174 Grand St.,Manhattan,10013,NY",40.7196989,-73.9978553
Tamarind Tribeca,tamarind-tribeca,https://www.nyctourism.com/restaurant-week/tamarind-tribeca,https://assets.ctfassets.net/1aemqu6a6t65/wrAEaKqvp1H4ZRVi7Pd3X/35af9640dbcccf7fda75e3db904a41cf/July_Restaurant_Week_2023__1_.pdf,https://tamarindtribeca.com,Restaurants; Tribeca; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Asian American Owned; Indian; Vegetarian Options; Vegan Options; Free WiFi; Internet; $$$$; Member Organization; Private Function Room(s); Gift Cards Available; Outdoor Dining,Lunch_Price_45; Sunday_LunchBrunch_Price_45,"99 Hudson St.,Manhattan,10013,NY",40.7190756,-74.0090645
J-Spec Wagyu Dining,j-spec,https://www.nyctourism.com/restaurant-week/j-spec,https://assets.ctfassets.net/1aemqu6a6t65/Io0mcy4sujd0o6cZtd2PJ/39747bffcce91eebe7517fe902e131f8/RW_Summer_2023_Menu-_J-Spec_FINAL.pdf,https://www.jspec-ny.com,Restaurants; East Village; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Asian American Owned; Japanese / Sushi; $$$$; Member Organization; Outdoor Dining,Dinner_Price_60; Sunday_Dinner_Price_60,"239 E. 5th St.,Manhattan,10003,NY",40.7270337,-73.9892413
La Avenida,la-avenida,https://www.nyctourism.com/restaurant-week/la-avenida,,https://avenidanyc.com,Restaurants; East Harlem; Manhattan; New York City; Wheelchair Accessible; Woman Owned; Latino Owned; Latin American; Vegetarian Options; $$$,Lunch_Price_30; Dinner_Price_45,"2247 First Ave.,Manhattan,10029,NY",40.7957229,-73.9359592
Freemans,freemans,https://www.nyctourism.com/restaurant-week/freemans,https://assets.ctfassets.net/1aemqu6a6t65/6Cp4iQd4DNjUR9DlA2pHbn/ffc1878564dcac9c07dc0874137a43ca/Freemans_NYC_Restaurant_Week_Lunch_06-15-23.pdf,http://www.freemansrestaurant.com,Restaurants; Lower East Side; Manhattan; New York City; Wheelchair Accessible; American (Traditional); Vegetarian Options; Gluten-Free; $$$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_Dinner_Price_60,"End of Freemans Alley (off Rivington St., btw. Chrystie St. and Bowery),Manhattan,10002,NY",40.7219877,-73.9924573
Tarallucci e Vino - Union Square,tarallucci-e-vino-union-square,https://www.nyctourism.com/restaurant-week/tarallucci-e-vino-union-square,,https://www.taralluccievino.net/union-square-location,Restaurants; Union Square; Manhattan; New York City; Mastercard Offer; Italian; Vegetarian Options; Gluten-Free; Free WiFi; Internet; $$$; Bar; Live Music; Wine; DJs; Member Organization; Private Function Room(s); Gift Cards Available; Outdoor Dining,Lunch_Price_30; Dinner_Price_60,"15 E. 18th St.,Manhattan,10003,NY",40.7382144,-73.9906077
Sojourn Social,sojourn-social,https://www.nyctourism.com/restaurant-week/sojourn-social,https://assets.ctfassets.net/1aemqu6a6t65/1pLJQNAIJTQasigVG2Cnq8/85b1de5cbc2ea2ec14c1a6eb1514e85a/PDFsam_merge.pdf,https://sojournsocial.com,Restaurants; Upper East Side; Manhattan; New York City; Mastercard Offer; Organic; Wheelchair Accessible; Halal; American (New); Free WiFi; Kid-Friendly; Cocktails; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"1708 Second Ave.,Manhattan,10128,NY",40.7794221,-73.9502343
The Grid at Great Jones Distilling Co.,the-grid,https://www.nyctourism.com/restaurant-week/the-grid,https://assets.ctfassets.net/1aemqu6a6t65/7FsiFc56GgzOIR6Dx5q4og/ae37a392fcf2e4202d4b88b0cf6120db/Restaurant_Week_Summer_2023_06.15.23.pdf,https://greatjonesdistillingco.com/restaurant,Restaurants; Noho; Manhattan; New York City; Wheelchair Accessible; American (New); $$$$; Mastercard Offer,Dinner_Price_45; Sunday_Dinner_45,"686 Broadway,Manhattan,10012,NY",40.7279343,-73.9942513
Pasta Lovers,pasta-lovers,https://www.nyctourism.com/restaurant-week/pasta-lovers,https://assets.ctfassets.net/1aemqu6a6t65/40qTES3FodWiL6Tk3NVz9B/c9201a4e0e33fc785e38a9b303ad0a2f/PDFsam_merge.pdf,http://pastaloversnyc.com,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Italian; Vegetarian Options; Gluten-Free; Free WiFi; Internet; Member Organization; Private Function Room(s); Gift Cards Available; Outdoor Dining; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"142 W. 49th St.,Manhattan,10019,NY",40.7599841,-73.9828704
Temple Court by Tom Colicchio,temple-court-by-tom-colicchio,https://www.nyctourism.com/restaurant-week/temple-court-by-tom-colicchio,https://assets.ctfassets.net/1aemqu6a6t65/14rWzt65eAbrmi6gpKEBMw/5f31b9f83a22da1298032833de07f495/Temple_Court_RW_Dinner_Menu_2023.pdf,https://www.templecourtnyc.com,Restaurants; Lower Manhattan; Manhattan; New York City; Mastercard Offer; Large Print; Braille; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$$; Member Organization; Luxury,Dinner_Price_60; Sunday_Dinner_Price_60,"5 Beekman St.,Manhattan,10038,NY",40.7114295,-74.0068285
The Ariapita,the-ariapita,https://www.nyctourism.com/restaurant-week/the-ariapita,,https://www.theariapita.com,Restaurants; Midwood; Brooklyn; New York City; Mastercard Offer; Wheelchair Accessible; Black Owned; Caribbean; $$$,Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"1197 Flatbush Ave.,Brooklyn,11226,NY",40.6410178,-73.9558948
Cafe Salmagundi,cafe-salmagundi,https://www.nyctourism.com/restaurant-week/cafe-salmagundi,https://assets.ctfassets.net/1aemqu6a6t65/5Opupc01eZJoUeyaV3po1W/453079c428c8b7ff27535036c5137851/Caf___Salmagundi_resturant_Week.pdf,https://www.salmagundi.com,Restaurants; Gramercy; Manhattan; New York City; Mastercard Offer; Asian American Owned; American (New); $$$$,Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"51 Irving Pl.,Manhattan,10003,NY",40.736159,-73.987536
The Palm - Midtown,palm-west,https://www.nyctourism.com/restaurant-week/palm-west,https://assets.ctfassets.net/1aemqu6a6t65/5CZoqTG4TEjdLN7Jfq6ZuC/f91939fcd800038a8e32691f8ad37416/THE_PALM_-_NYC_Restaurant_Week_2023_-_Menus.pdf,https://www.thepalm.com/restaurants/new-york-city-west-side,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Steakhouse; Italian; American (New); Free WiFi; Internet; $$$$; Live Music; Member Organization; Private Function Room(s); Gift Cards Available,Lunch_Price_45; Dinner_Price_60,"250 W. 50th St.,Manhattan,10019,NY",40.7618477,-73.9858466
ABC Kitchen,abc-kitchen,https://www.nyctourism.com/restaurant-week/abc-kitchen,https://assets.ctfassets.net/1aemqu6a6t65/4t7YKxCTcJkYGMbhuZzrPu/0dbfcf3ab907a16dc30411c5be11f16a/abc_kitchen_RW_menu.pdf,https://www.abckitchens.nyc,Restaurants; Union Square; Manhattan; New York City; Organic; Wheelchair Accessible; American (New); $; $$$; Member Organization; Outdoor Dining,Lunch_Price_60,"35 E. 18th St.,Manhattan,10003,NY",40.7378274,-73.9895556
Fig & Olive—Midtown,fig-olive-midtown,https://www.nyctourism.com/restaurant-week/fig-olive-midtown,,https://www.figandolive.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Mediterranean; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$; Member Organization; Private Function Room(s),Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"10 E. 52nd St.,Manhattan,10021,NY",40.7593235,-73.9756018
The Black Hound,the-black-hound,https://www.nyctourism.com/restaurant-week/the-black-hound,,https://www.blackhoundbar.com,Nightlife; Battery Park City; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Vegetarian Options; Gluten-Free; $$$; Bar; Cocktails; Upscale,Dinner_Price_45,"301 South End Ave.,Manhattan,10280,NY",40.7103436,-74.016542
The Local Eatery & Craft Beer,the-local-eatery-craft-beer,https://www.nyctourism.com/restaurant-week/the-local-eatery-craft-beer,,https://thelocaleateryandcraftbeer.menufy.com,Restaurants; Forest Hills; Queens; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Veteran Owned; Latino Owned; American (New); Vegetarian Options; Gluten-Free; Breweries & Beer Gardens; Beer,Lunch_Price_30; Dinner_Price_30; Sunday_LunchBrunch_Price_30; Sunday_Dinner_30,"66-75 Selfridge St.,Queens,11375,NY",40.7171999,-73.8569773
Toloache,toloache,https://www.nyctourism.com/restaurant-week/toloache,https://assets.ctfassets.net/1aemqu6a6t65/1Lfz81rOEvTitpVGtjdXQG/b231d81b064cee881b97c22b79906cf9/PDFsam_merge.pdf,http://www.toloachenyc.com,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Mexican; Free WiFi; Internet; $$$; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_Price_60,"251 W. 50th St.,Manhattan,10019,NY",40.7623091,-73.9855741
La Gioconda,la-gioconda,https://www.nyctourism.com/restaurant-week/la-gioconda,https://assets.ctfassets.net/1aemqu6a6t65/2Vh9YuVnjIH0lqzSdlsge/8aa2d4225ad877f77791a02fd48abd8c/PDFsam_merge.pdf,https://www.lagiocondanyc.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Italian; $$$; Member Organization,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"226 E. 53rd St.,Manhattan,10022,NY",40.757067,-73.9684282
Boulud Sud,boulud-sud,https://www.nyctourism.com/restaurant-week/boulud-sud,https://assets.ctfassets.net/1aemqu6a6t65/NR3d4spKrU3Nx7J35Wfey/17d99b1ef2cb9b3f73cda093583c4530/Bsud_menu__1_-02.pdf,https://www.bouludsud.com/nyc,Restaurants; Upper West Side; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Mediterranean; Free WiFi; Internet; $$$; Member Organization; Private Function Room(s),Dinner_Price_60,"20 W. 64th St.,Manhattan,10023,NY",40.7715601,-73.9810681
Trattoria Dell'Arte,trattoria-dellarte,https://www.nyctourism.com/restaurant-week/trattoria-dellarte,,https://www.trattoriadellarte.com,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$$; Member Organization,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"900 Seventh Ave.,Manhattan,10019,NY",40.7654454,-73.9805358
Astor Court,astor-court,https://www.nyctourism.com/restaurant-week/astor-court,https://assets.ctfassets.net/1aemqu6a6t65/3UICkeQ1NM3OT55er1Le02/96572149b3ce45f2636ee615d46aef24/Astor_Court_-_Restaurant_Week_Menu_2023_Revised.pdf,https://www.marriott.com/hotels/hotel-information/restaurant/details/nycxr-the-st-regis-new-york/5956406,Restaurants; Midtown East; Manhattan; New York City; Wheelchair Accessible; Eclectic; Internet; $$$$,Lunch_Price_60; Sunday_LunchBrunch_Price_60,"St. Regis Hotel, 2 E. 55th St.,Manhattan,10022,NY",40.7613381,-73.9743929
Le Gratin,le-gratin,https://www.nyctourism.com/restaurant-week/le-gratin,https://assets.ctfassets.net/1aemqu6a6t65/58fKA0m0VsN5UuzTOfnzoO/f630607d6d7497b85a46fb97f04c93b5/06.14.23_lunch_SUMMER_restaurant_week.pdf,https://www.legratinnyc.com,Restaurants; Lower Manhattan; Manhattan; New York City; Large Print; Wheelchair Accessible; French; $$$$$; Mastercard Offer,Lunch_Price_30; Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"The Beekman, 5 Beekman St.,Manhattan,10038,NY",40.7112134,-74.0069041
Tudor City Steakhouse,tudor-city-steakhouse,https://www.nyctourism.com/restaurant-week/tudor-city-steakhouse,https://assets.ctfassets.net/1aemqu6a6t65/ps9VpdSq73rBSnWLADNVg/b2aa37f2108b126e7529d0db56b8a3a6/PDFsam_merge.pdf,https://www.tudorcitysteakhouse.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Steakhouse; Seafood; Vegetarian Options; $$$; Member Organization; Gift Cards Available; Outdoor Dining,Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"45 Tudor City Place,Manhattan,10017,NY",40.7493702,-73.9699861
Chez Nick,chez-nick,https://www.nyctourism.com/restaurant-week/chez-nick,,https://www.cheznicknyc.com,Restaurants; Upper East Side; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); $$$; Member Organization; Outdoor Dining,Dinner_Price_45; Sunday_Dinner_Price_45,"1737 York Ave.,Manhattan,10128,NY",40.7790105,-73.9452127
Sweetbriar,sweetbriar,https://www.nyctourism.com/restaurant-week/sweetbriar,https://assets.ctfassets.net/1aemqu6a6t65/1fE8k79piEvYfouR7OM1Yh/fa4ad711281cd19e9d81c246ee90935a/Sweetbriar_Restaurant_Week_Menu.pdf,https://www.sweetbriarnyc.com,Restaurants; Nomad; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); $$$$; Bar; Live Music; Cocktails,Dinner_Price_45,"127 E. 27th St.,Manhattan,10016,NY",40.7423507,-73.9833905
Nick + Stef's Steakhouse,nick-stefs-steakhouse,https://www.nyctourism.com/restaurant-week/nick-stefs-steakhouse,https://assets.ctfassets.net/1aemqu6a6t65/5oNqYvI0TScty6B1UnVkx/f5f98b7e892f9471c9bfdeaf71788c55/PDFsam_merge.pdf,https://www.patinagroup.com/nick-and-stefs-steakhouse-nyc,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Steakhouse; Free WiFi; Internet; $$$$; Member Organization,Lunch_Price_30; Dinner_Price_60,"9 Penn Plaza,Manhattan,10001,NY",40.7510597,-73.9932303
Lattanzi Cucina Italiana,lattanzi-cucina-italiana,https://www.nyctourism.com/restaurant-week/lattanzi-cucina-italiana,https://assets.ctfassets.net/1aemqu6a6t65/24gWmJaRwvH1fJFPZGSrWr/29af83e893b0de4d95848a90fe1bf6cb/PDFsam_merge.pdf,https://lattanzinyc.com,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Italian; Gluten-Free; $$$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_Price_60,"361 W. 46th St.,Manhattan,10036,NY",40.7608494,-73.990016
Mikhuy Peruvian Restaurant,mikhuy-peruvian-restaurant,https://www.nyctourism.com/restaurant-week/mikhuy-peruvian-restaurant,https://assets.ctfassets.net/1aemqu6a6t65/6GyJdjOGRbp8mrwyHLOzwB/c7b6fc736af60a316385d36b73d1d3c6/NYC_Restaurant_Week_Summer_2023.pdf,https://www.toasttab.com/Mikhuy-524-4th-avenue/v3,Restaurants; Park Slope; Brooklyn; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Latino Owned; Peruvian; Free WiFi; Internet; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"524 4th Ave.,Brooklyn,11215,NY",40.667646,-73.9913772
BKLYN Larder,bklyn-larder,https://www.nyctourism.com/restaurant-week/bklyn-larder,https://assets.ctfassets.net/1aemqu6a6t65/4UQ9DAnW2YYrzhfpFp9Y3x/8f6012e75eadd9160e97eb083ac71d6f/Restaurant_Week_Summer_23.pdf,https://www.bklynlarder.com,Restaurants; Park Slope; Brooklyn; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Delicatessen; Vegetarian Options; $$; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"228 Flatbush Ave.,Brooklyn,11217,NY",40.6805305,-73.975209
Black Tap Soho,black-tap-soho,https://www.nyctourism.com/restaurant-week/black-tap-soho,https://assets.ctfassets.net/1aemqu6a6t65/3xg2Zp6q9MhyA7qfP7JZZp/b489e80c6777f966fa587193a9db6e02/1_PDFsam_Black_Tap_Summer_Restaurant_Week_2023_Menu_E1.pdf,https://blacktap.com/location/soho,Restaurants; Soho; Manhattan; New York City; Mastercard Offer; Large Print; Woman Owned; Dessert; American (Traditional); Vegetarian Options; Vegan Options; Gluten-Free; $$$; Member Organization; Burgers; Outdoor Dining,Lunch_Price_30,"529 Broome St.,Manhattan,10013,NY",40.7238469,-74.004208
Arte Cafe,arte-cafe,https://www.nyctourism.com/restaurant-week/arte-cafe,https://assets.ctfassets.net/1aemqu6a6t65/1yI0cfiT0gPif2sbL5BDQH/139af55e292e09a411699f6cbea3fc21/ArteRestWeek2023.pdf,https://www.artecafenyc.com,Restaurants; Upper West Side; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Italian; Vegetarian Options; Gluten-Free; $$$$,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"106 W. 73rd St.,Manhattan,10023,NY",40.7781026,-73.9788477
Storage Room Sushi by Rabbit House,storage-room-sushi-by-rabbit-house,https://www.nyctourism.com/restaurant-week/storage-room-sushi-by-rabbit-house,https://assets.ctfassets.net/1aemqu6a6t65/4uAuHFSPjUn9Rnk8CXQ8gy/e9ca49a38fa2fda3bed772c84993b499/menu_2306NYRW45sushi.pdf,https://rabbithouse.nyc,Restaurants; Lower East Side; Manhattan; New York City; Wheelchair Accessible; Woman Owned; Japanese / Sushi; Kosher; Gluten-Free; $$$$,Dinner_Price_45; Sunday_Dinner_45,"41 Essex St.,Manhattan,10002,NY",40.7162743,-73.989636
Bellini at Harry's Table,bellini-at-harrys-table,https://www.nyctourism.com/restaurant-week/bellini-at-harrys-table,,https://bellinirestaurant.com/harrys-table,Restaurants; Upper West Side; Manhattan; New York City; Large Print; Wheelchair Accessible; Italian; $$$$,Dinner_Price_45; Sunday_Dinner_45,"20 Riverside Blvd.,Manhattan,10019,NY",40.7729229,-73.9924211
Chalong,chalong,https://www.nyctourism.com/restaurant-week/chalong,https://assets.ctfassets.net/1aemqu6a6t65/5DmJTKs3anrueBUJaL65dR/3f22a341aebac8b12a5f90251fbf7f54/Restaurant_week_final.pdf,https://www.chalongnyc.com,Restaurants; Hells Kitchen; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Asian American Owned; Thai; $$$,Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"749 Ninth Ave.,Manhattan,10019,NY",40.7639556,-73.9889945
Benihana,benihana,https://www.nyctourism.com/restaurant-week/benihana,,https://www.benihana.com/locations/newyorkwest-ny-we,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Japanese / Sushi; Asian Fusion; Vegetarian Options; $$$,Lunch_Price_60; Dinner_Price_60; Sunday_LunchBrunch_Price_60; Sunday_Dinner_Price_60,"47 W. 56th St.,Manhattan,10019,NY",40.7634526,-73.9767844
State Grill and Bar,state-grill-and-bar,https://www.nyctourism.com/restaurant-week/state-grill-and-bar,,https://www.patinagroup.com/state-grill-and-bar,Restaurants; Herald Square; Manhattan; New York City; Mastercard Offer; American (Traditional); Vegetarian Options; Vegan Options; Gluten-Free; $$$; Member Organization; Private Function Room(s),Lunch_Price_45; Dinner_Price_60,"Empire State Building, 350 Fifth Ave. (enter on 33rd St.),Manhattan,10118,NY",40.7484405,-73.9856644
Rivercrest,rivercrest,https://www.nyctourism.com/restaurant-week/rivercrest,https://assets.ctfassets.net/1aemqu6a6t65/1niUIKklYsikb8CEynxygz/e8edb5bba02902bf2799651728c869e6/Summer_2023_Restaurant_Week.pdf,https://www.rivercrestny.com,Restaurants; Astoria; Queens; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$; Breweries & Beer Gardens; Member Organization; Beer; Outdoor Dining,Dinner_Price_30; Sunday_Dinner_30,"33-15 Ditmars Blvd.,Queens,11105,NY",40.7751808,-73.9089998
Ponty Bistro,ponty-bistro,https://www.nyctourism.com/restaurant-week/ponty-bistro,,http://www.pontybistroharlem.com,Restaurants; Harlem; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Black Owned; French; African; Mediterranean; Vegetarian Options; Vegan Options; Free WiFi; $$$; Member Organization,Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"2375 Adam Clayton Powell Jr. Blvd.,Manhattan,10030,NY",40.8176097,-73.9415618
Le Sia,le-sia,https://www.nyctourism.com/restaurant-week/le-sia,,https://www.lesianyc.com,Restaurants; Hells Kitchen; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Asian Fusion; $$$; Outdoor Dining,Dinner_Price_30; Sunday_LunchBrunch_Price_30; Sunday_Dinner_30,"651 Ninth Ave.,Manhattan,10036,NY",40.7607602,-73.9912891
Estiatorio Milos,estiatorio-milos,https://www.nyctourism.com/restaurant-week/estiatorio-milos,https://assets.ctfassets.net/1aemqu6a6t65/6u9n7kraWgF8r1CqhhigMI/5f82f23ec34e6b3060618153662c080c/SUMMER_RESTAURANT_WEEK_2023.pdf,https://www.estiatoriomilos.com/restaurant/nymidtown,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Seafood; Mediterranean; Vegetarian Options; Free WiFi; Internet; $$$$; Air-Conditioning; Member Organization,Lunch_Price_45; Sunday_LunchBrunch_Price_45,"125 W. 55th St.,Manhattan,10019,NY",40.763598,-73.9789514
La Marchande,la-marchande,https://www.nyctourism.com/restaurant-week/la-marchande,https://assets.ctfassets.net/1aemqu6a6t65/11yiUh6U5Ly6zteQu2hxLY/8e23581dbf1676db5afb6cf625d9bd77/PDFsam_merge.pdf,https://www.lamarchandenyc.com,Restaurants; Lower Manhattan; Manhattan; New York City; Large Print; Wheelchair Accessible; French; $$$$,Lunch_Price_45; Dinner_Price_60; Sunday_Dinner_Price_60,"The Wall St. Hotel, 88 Wall St.,Manhattan,10005,NY",40.7055706,-74.007662
Shun Lee Palace,shun-lee-palace,https://www.nyctourism.com/restaurant-week/shun-lee-palace,,https://www.shunleerestaurants.com/location/shun-lee-palace,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Chinese; Free WiFi; Internet; $$$; Member Organization; Gift Cards Available,Lunch_Price_30; Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"155 E. 55th St.,Manhattan,10022,NY",40.7594346,-73.9690724
Shun Lee West,shun-lee-west,https://www.nyctourism.com/restaurant-week/shun-lee-west,,https://www.shunleerestaurants.com/location/shun-lee-west,Restaurants; Upper West Side; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Chinese; Free WiFi; Internet; $$$$; Member Organization; Private Function Room(s); Gift Cards Available,Lunch_Price_30; Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"43 W. 65th St.,Manhattan,10023,NY",40.7729,-73.9813485
Motel Morris,motel-morris,https://www.nyctourism.com/restaurant-week/motel-morris,,https://www.motelmorris.com,Restaurants; Chelsea; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; American (New); Vegetarian Options; Gluten-Free; $$$$; Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"132 Seventh Ave.,Manhattan,10011,NY",40.7410187,-73.9981634
Amelie - West Village,amelie-west-village,https://www.nyctourism.com/restaurant-week/amelie-west-village,https://assets.ctfassets.net/1aemqu6a6t65/YnLWOj5CKGGODoKDtIeEO/b5ea91f502d596f84fc9622a4bca26bf/PDFsam_merge.pdf,https://www.ameliewinebar.com/home-amelie-west,Restaurants; Greenwich Village; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; French; Vegetarian Options; $$$; Bar; Wine,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"22 W. 8th St.,Manhattan,10011,NY",40.7326534,-73.9976785
Lincoln Ristorante,lincoln-ristorante,https://www.nyctourism.com/restaurant-week/lincoln-ristorante,https://assets.ctfassets.net/1aemqu6a6t65/26CZG9htpS7biYyfpc7Mvm/d75e8f413b082f13e23a536a68ef6c32/Lincoln_Ristorante_2023_Summer_Restaurant_Week_Menu.pdf,https://www.lincolnristorante.com,Restaurants; Upper West Side; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Free WiFi; Internet; $$$$; Member Organization; Private Function Room(s); Luxury,Dinner_Price_60,"142 W. 65th St.,Manhattan,10023,NY",40.7733701,-73.983728
Obao Midtown East,obao-noodles-grill,https://www.nyctourism.com/restaurant-week/obao-noodles-grill,,https://www.obaony.com/home-me,Restaurants; Midtown East; Manhattan; New York City; Large Print; Wheelchair Accessible; Asian American Owned; Thai; Vietnamese; $$$; Mastercard Offer,Lunch_Price_30; Dinner_Price_45,"222 E. 53rd St.,Manhattan,10022,NY",40.7571525,-73.9685544
Malii Gramercy,malii-gramercy,https://www.nyctourism.com/restaurant-week/malii-gramercy,,https://www.maliigramercy.com,Restaurants; Gramercy; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Asian American Owned; Thai; $$$; Member Organization,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"391 Second Ave.,Manhattan,10010,NY",40.7377136,-73.9813386
UN Plaza Grill,un-plaza-grill,https://www.nyctourism.com/restaurant-week/un-plaza-grill,,http://unplazagrill.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Kosher; Vegetarian Options; $$$$$; Member Organization; Outdoor Dining,Dinner_Price_60; Sunday_Dinner_Price_60,"845 United Nations Plaza,Manhattan,10017,NY",40.7525229,-73.9676966
