name,url_slug,url,img_url,pdf_url,website,tags,meal_type,address,latitude,longitude
American Cut Steakhouse—Tribeca,american-cut-steakhouse-tribeca,https://www.nyctourism.com/restaurant-week/american-cut-steakhouse-tribeca,http://images.ctfassets.net/1aemqu6a6t65/1dr9qjYJE6OisOtjs7FB6R/f01c230ed6f3b353b223a595034d1168/americancut_melissahom,https://assets.ctfassets.net/1aemqu6a6t65/35Vp3NFrksyQSaMZ4HA29T/cb97302de2d5c993fc1cc3813700da82/American_Cut_Restaurant_Week_7.12.23.pdf,https://www.americancutsteakhouse.com/tribeca,Restaurants; Tribeca; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Steakhouse; American (New); Gluten-Free; Internet; $$$$; Free WiFi; Member Organization; Private Function Room(s),Dinner_Price_60,"363 Greenwich St.,Manhattan,10013,NY",40.7190959,-74.009992
Il Cortile,il-cortile-restaurant,https://www.nyctourism.com/restaurant-week/il-cortile-restaurant,http://images.ctfassets.net/1aemqu6a6t65/3i2HwudUdA8xXUjj6Pul3p/f63ba413344acaa1a54666350ac81f3a/ilcortie_littleitaly_manhattan_nyc,https://assets.ctfassets.net/1aemqu6a6t65/3Sqne2AYSQhL4GGqUTWA5n/ac541f851920cf868e793c308656f415/menu.pdf,https://www.ilcortile.com,Restaurants; Little Italy; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Vegetarian Options; Vegan Options; Gluten-Free; $$$; Live Music; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_LunchBrunch_Price_60; Sunday_Dinner_Price_60,"125 Mulberry St.,New York,10013,NY",40.7179835,-73.9982316
RA Sushi Bar Restaurant – Times Square,ra-sushi-bar-restaurant-times-square,https://www.nyctourism.com/restaurant-week/ra-sushi-bar-restaurant-times-square,http://images.ctfassets.net/1aemqu6a6t65/3i2HwudUdA8xXUjj6Pul3p/f63ba413344acaa1a54666350ac81f3a/ilcortie_littleitaly_manhattan_nyc,https://assets.ctfassets.net/1aemqu6a6t65/5vnholq7LG3H95v8sRS7Fl/ce7835e5708995ba9906b830817eeabf/RA_PRIX_FIXE_TSQ_Jul2023_web.pdf,https://rasushi.com/locations/times-square-ny,Restaurants; Times Square/Theatre District; Manhattan; New York City; Wheelchair Accessible; Japanese / Sushi; $$$; Mastercard Offer,Lunch_Price_45; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"229 W. 43rd St.,Manhattan,10036,NY",40.7576153,-73.9873677
"Keuka Kafe, a Wine Bar",keuka-kafe-a-wine-bar,https://www.nyctourism.com/restaurant-week/keuka-kafe-a-wine-bar,http://images.ctfassets.net/1aemqu6a6t65/4ZtAuNXpJ3pjnIxChFSI8R/73f0b97db6a360dcf160433e9c984332/restaurant_week_final_version,https://assets.ctfassets.net/1aemqu6a6t65/2fgNMATW2uDOHmVtcHVe1J/a74ea5788fadadda3e1b38cafa2487b1/Restaurant_Week_Summer_2023.pdf,https://www.keukakafe.com,Restaurants; Forest Hills; Queens; New York City; Wheelchair Accessible; American (New); Gluten-Free; $$$; Wine; Member Organization,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"112-04 Queens Blvd.,Queens,11375,NY",40.7178695,-73.836848
Sei Less,sei-less,https://www.nyctourism.com/restaurant-week/sei-less,http://images.ctfassets.net/1aemqu6a6t65/5wrEbr7lTWfTPvm23Q7Dho/97c6e46c2f19d5ebc0a93b8b1642daba/sei_less_20220713,https://assets.ctfassets.net/1aemqu6a6t65/11U9pbkliZ82zPf9tj3tZS/3ec66fd1a642e4ccd523235bda738085/SL_-_RESTAURANT_WEEK__SUMMER_2023.pdf,https://www.seiless.com,Restaurants; Garment District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Chinese; Free WiFi; Internet; $$$$; DJs; Lounge; Cocktails,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"156 W. 38th St.,Manhattan,10018,NY",40.7532237,-73.9884189
Essex,essex,https://www.nyctourism.com/restaurant-week/essex,http://images.ctfassets.net/1aemqu6a6t65/7MtY9rmx5AjuenFPbulj9h/0f36a7588c9e976a79913499c3f98c6b/essex-lower-east-side-manhattan-nyc-courtesy-essex-restaurant-02,https://assets.ctfassets.net/1aemqu6a6t65/2v48rbTkzOQGDBN2NQHB39/05ee5d06435fda3939b7f1a7221b6d06/Summer_Restaurant_Week_2023.pdf,https://www.essexnyc.com,Restaurants; Lower East Side; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$; DJs; Member Organization; Gift Cards Available; Outdoor Dining,Dinner_Price_45; Sunday_Dinner_45,"124 Rivington St.,Manhattan,10002,NY",40.7199179,-73.987059
The Good Good NYC,the-good-good-nyc,https://www.nyctourism.com/restaurant-week/the-good-good-nyc,http://images.ctfassets.net/1aemqu6a6t65/4nGGmdzvFgPWMIgjmcqmDK/dfcff9b4f82615abdfdb835b937d27dd/The-good-good-Manhattan-NYC-Photo-Filip-Wolak.jpg,https://assets.ctfassets.net/1aemqu6a6t65/52ECKk2xXRsDN3s4nBZxvi/20aa1cabe014c5fc90e3d91b6c55429e/The_Good_Good_Food_and_Wine_List-Restaurant_Week.pdf,https://www.thegoodgoodnyc.com,Restaurants; East Harlem; Manhattan; New York City; Wheelchair Accessible; Woman Owned; Black Owned; Caribbean; Vegan Options; Bars/Cocktails,Dinner_Price_45; Sunday_Dinner_Price_45,"1694 Park Ave.,Manhattan,10035,NY",40.8013042,-73.9422367
Masseria Dei Vini,masseria-dei-vini,https://www.nyctourism.com/restaurant-week/masseria-dei-vini,http://images.ctfassets.net/1aemqu6a6t65/1py8bO8qoY2B1lGg06gkmO/3fcaf2b5e43d0609d0df125deda18f73/masseria-dei-vini-hells-kitchen-manhattan-nyc-img_3690_d11c8ae8-a9b9-44ab-a8a5ce248b7a54e7_cc644a91-eb34-4f24-afe01467e78d2bc9,https://assets.ctfassets.net/1aemqu6a6t65/1yph2V3rcMy5gjzZJjF9yI/87cdbc757b1177554fe143016e424f9f/MDV_RW_FINAL_WEBSITE_SUMMER_MENU_2023.pdf,https://masseriadeivini.com,Restaurants; Hells Kitchen; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Vegetarian Options; Gluten-Free; $$$; Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"887 Ninth Ave.,Manhattan,10019,NY",40.7684477,-73.9857048
La Masseria,la-masseria,https://www.nyctourism.com/restaurant-week/la-masseria,http://images.ctfassets.net/1aemqu6a6t65/TzHKi9JUeElqEHlde8KQG/080dde61c3924a09fd44b4b734dffe5b/la-masseria-times-square-manhattan-nyc-img_5048_e3115024-ab5a-4289-bfa98c8fc151dc49_f5a3ae51-79c4-4a63-97e1204b66753af4,https://assets.ctfassets.net/1aemqu6a6t65/1i6lnungPTyv6k9y7pOM9i/b1b0ee9f7dd52fc918a48aff7f43b4ad/RESTAURANT_WEEK_SUMMER_MENU_2023.pdf,https://lamasserianyc.com,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Vegetarian Options; Gluten-Free; Free WiFi; Internet; $$$; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"235 W. 48th St.,Manhattan,10036,NY",40.7607614,-73.9861055
Lore,lore,https://www.nyctourism.com/restaurant-week/lore,http://images.ctfassets.net/1aemqu6a6t65/6XHXwr6cCG1OPAsuc7CWRw/e06eb63bd441a8be82d777a1b29ea37d/lore-park-slope-brooklyn-nyc-courtesy-031,https://assets.ctfassets.net/1aemqu6a6t65/3rnbEjOBlBBKFaQpfbyjpg/83540e66a61beaf0895ee7094318ffab/LORE_RESTAURANT_WEEK_MENU_07.13.22.pdf,https://www.lorebrooklyn.com,Restaurants; Park Slope; Brooklyn; New York City; Mastercard Offer; Wheelchair Accessible; LGBTQ+ Owned; Asian American Owned; Eclectic; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Dinner_Price_45,"441 7th Ave.,Brooklyn,11215,NY",40.663082,-73.9844024
Fushimi - Times Square,fushimi-times-square,https://www.nyctourism.com/restaurant-week/fushimi-times-square,http://images.ctfassets.net/1aemqu6a6t65/6XHXwr6cCG1OPAsuc7CWRw/e06eb63bd441a8be82d777a1b29ea37d/lore-park-slope-brooklyn-nyc-courtesy-031,https://assets.ctfassets.net/1aemqu6a6t65/4tS1Mg1vROVmuvsAlShDsV/d3edcadbc5b6498eeabe269c1ad528ee/Fushimi_Restaurant_week_summer_2023.pdf,https://fushimi.nyc,Restaurants; Hells Kitchen; Manhattan; New York City; Wheelchair Accessible; Asian American Owned; Japanese / Sushi; $$$$; Midtown; Midtown West,Lunch_Price_30; Dinner_Price_30; Sunday_LunchBrunch_Price_30; Sunday_Dinner_30,"311 W. 43rd St.,Manhattan,10036,NY",40.7584564,-73.9900329
Gyu-Kaku Japanese BBQ - East Village,gyu-kaku-japanese-bbq-east-village,https://www.nyctourism.com/restaurant-week/gyu-kaku-japanese-bbq-east-village,http://images.ctfassets.net/1aemqu6a6t65/2DJh86ileALPbvwhQH2fqv/61ead984e52fc2d31347a8888978082c/rw-to-go_gyu-kaku_japanese_bbq_-_east_village,https://assets.ctfassets.net/1aemqu6a6t65/6qptUdTNtFVVwBJm0CUUoI/d7a8595ae2649e0deb148e558e39e805/menu_restaurantweek_ny2306_3pm_s.pdf,https://www.gyu-kaku.com/east-village,Restaurants; Noho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"34 Cooper Square,Manhattan,10003,NY",40.728255,-73.9914601
Gyu-Kaku Japanese BBQ  - Amsterdam,gyu-kaku-japanese-bbq-amsterdam,https://www.nyctourism.com/restaurant-week/gyu-kaku-japanese-bbq-amsterdam,http://images.ctfassets.net/1aemqu6a6t65/35LWeFj9q7sw50IZqZnHYs/adbfacb43d0689932be800e29019fc9c/rw-to-go_gyu-kaku_-amsterdam,https://assets.ctfassets.net/1aemqu6a6t65/B6dYYM3BAsqljbOMEq1dO/42c2590076d1659bf97f4410915db0d8/menu_restaurantweek_ny2306_3pm_s.pdf,https://www.gyu-kaku.com/amsterdam,Restaurants; Upper West Side; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"620 Amsterdam Ave.,Manhattan,10024,NY",40.7905246,-73.9732201
Gyu-Kaku Japanese BBQ - Midtown,gyu-kaku-midtown,https://www.nyctourism.com/restaurant-week/gyu-kaku-midtown,http://images.ctfassets.net/1aemqu6a6t65/1roInUUcloQkNdfInxkcO7/9759e6a7c855a78545ea1d4790db1a01/rw-to-go_gyu-kaku_midtown,https://assets.ctfassets.net/1aemqu6a6t65/5UkZVyQDXbu2LblBmZioMt/de31529acbf08b1cf694683b15e64454/menu_restaurantweek_ny2306_3pm_s.pdf,https://www.gyu-kaku.com/midtown,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"805 Third Ave., 2nd fl.,Manhattan,10022,NY",40.7554154,-73.9705757
Gyu-Kaku Japanese BBQ - Times Square,gyu-kaku-times-square,https://www.nyctourism.com/restaurant-week/gyu-kaku-times-square,http://images.ctfassets.net/1aemqu6a6t65/7e4w2Bc4huEuQH6y0b096V/7c1a7d79bac82b75a9d8929d83edf766/rw-to-go_gyu-kaku_japanese_bbq_-_times_square,https://assets.ctfassets.net/1aemqu6a6t65/79c5v2IHuyfR5iWffcqqeb/5692369308d8af721052c8f5bb010578/menu_restaurantweek_ny2306_3pm_s.pdf,https://www.gyu-kaku.com/times-square,Restaurants; Hells Kitchen; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"321 W. 44th St., Unit 103,Manhattan,10036,NY",40.7591328,-73.9898984
Gyu-Kaku Japanese BBQ – Flushing,gyu-kaku-japanese-bbq-flushing,https://www.nyctourism.com/restaurant-week/gyu-kaku-japanese-bbq-flushing,http://images.ctfassets.net/1aemqu6a6t65/7e4w2Bc4huEuQH6y0b096V/7c1a7d79bac82b75a9d8929d83edf766/rw-to-go_gyu-kaku_japanese_bbq_-_times_square,https://assets.ctfassets.net/1aemqu6a6t65/7CLUKNjGiUbG33zQq9tgZe/4382381ae468e71473f99461a79d493a/menu_restaurantweek_flu2306_3pm_s__1_.pdf,https://www.gyu-kaku.com/flushing,Restaurants; Flushing; Queens; New York City; Japanese / Sushi; Vegetarian Options; Gluten-Free; $$$; Mastercard Offer,Lunch_Price_30; Dinner_Price_45,"40-52 Main St., fl. 2,Queens,11354,NY",40.7581905,-73.8297312
The Press Club Grill,the-press-club-grill,https://www.nyctourism.com/restaurant-week/the-press-club-grill,http://images.ctfassets.net/1aemqu6a6t65/7e4w2Bc4huEuQH6y0b096V/7c1a7d79bac82b75a9d8929d83edf766/rw-to-go_gyu-kaku_japanese_bbq_-_times_square,https://assets.ctfassets.net/1aemqu6a6t65/3pjciCxN4Ln3i7K1Ggs346/14f5a497622463aa3fc08ad4bcb6204d/Restaurant_Week_Menu.pdf,https://www.pressclubgrill.com,Restaurants; Koreatown; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (Traditional); Steakhouse; Vegetarian Options; Vegan Options; Gluten-Free,Lunch_Price_30; Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"1262 Broadway,Manhattan,10001,NY",40.748453,-73.98759
ilili,ilili-restaurant,https://www.nyctourism.com/restaurant-week/ilili-restaurant,http://images.ctfassets.net/1aemqu6a6t65/4p5eJ7dACsYsAhP2aWBYe9/2ce9975cf0d6a5aea44eb6a88a702520/ilili_restaurant-manhattan-nyc-courtesy,,https://www.ililirestaurants.com/location/ilili-nyc,Restaurants; Nomad; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Mediterranean; Middle Eastern; Vegetarian Options; Vegan Options; Internet; $$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45,"236 Fifth Ave.,Manhattan,10001,NY",40.7444147,-73.9879195
Mareluna - Soho,mareluna-soho,https://www.nyctourism.com/restaurant-week/mareluna-soho,http://images.ctfassets.net/1aemqu6a6t65/2FoToSK0NWqjNBqkuoohEm/97efbeddec929aabcc959d385f687804/mareluna-soho-manhattan-nyc-courtesy,,https://www.marelunanyc.com,Restaurants; Soho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Italian; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"137 Sullivan St.,Manhattan,10012,NY",40.726843,-74.0019013
Gabriel's Bar & Restaurant,gabriels-bar-restaurant,https://www.nyctourism.com/restaurant-week/gabriels-bar-restaurant,http://images.ctfassets.net/1aemqu6a6t65/SfXJGauraiXWCCbBuDfMb/cab7281996a8e343999475fc2405a9ed/_gabriels-gabriel-aielo-002,,https://www.gabrielsbarandrest.com,Restaurants; Midtown West; Manhattan; New York City; Large Print; Braille; Wheelchair Accessible; LGBTQ+ Owned; Woman Owned; Latino Owned; Black Owned; Asian American Owned; Italian; Kosher; Vegetarian Options; Vegan Options; Gluten-Free; Internet; $$$$; Member Organization,Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"40 Central Park South,Manhattan,10019,NY",40.7651362,-73.9757026
Le Rock,le-rock,https://www.nyctourism.com/restaurant-week/le-rock,http://images.ctfassets.net/1aemqu6a6t65/6Xzlf1n6NP8hc4U4yBbpRQ/69c9e8bfef6004e9887e610699b7d54a/Le-Rock-Midtown-Manhattan-NYC-Courtesy-01.jpg,,https://www.lerocknyc.com,Restaurants; Midtown West; Manhattan; New York City; Wheelchair Accessible; French; $$$$,Lunch_Price_45,"45 Rockefeller Plaza,Manhattan,10011,NY",40.7591523,-73.9777136
Cocotazo,cocotazo,https://www.nyctourism.com/restaurant-week/cocotazo,http://images.ctfassets.net/1aemqu6a6t65/6Xzlf1n6NP8hc4U4yBbpRQ/69c9e8bfef6004e9887e610699b7d54a/Le-Rock-Midtown-Manhattan-NYC-Courtesy-01.jpg,,https://cocotazocateringllc.com/home/cocotazo-at-la-marqueta,Restaurants; East Harlem; Manhattan; New York City; Large Print; Wheelchair Accessible; LGBTQ+ Owned; Woman Owned; Latino Owned; Puerto Rican; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"1590 Park Ave.,Manhattan,10029,NY",40.7978176,-73.9445796
Jungly,jungly,https://www.nyctourism.com/restaurant-week/jungly,http://images.ctfassets.net/1aemqu6a6t65/7Gs6edvAs9zmLnKzmLstRl/829850bb9628d19764afea918b55d91e/jungly-long-island-city-queens-nyc-courtesy-jungly-0008,https://assets.ctfassets.net/1aemqu6a6t65/7DKq6vcO2Uc0rwVTBgJEeD/02324f451819adb7758c8d6cb43166c6/menu.pdf,https://junglynyc.com,Restaurants; Long Island City; Queens; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Asian American Owned; American (New); Eclectic; Vegetarian Options; Vegan Options; Gluten-Free; $$$,Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"12-23 Jackson Ave.,Queens,11101,NY",40.7440197,-73.9503586
Chu Ros Thai,chu-ros-thai,https://www.nyctourism.com/restaurant-week/chu-ros-thai,http://images.ctfassets.net/1aemqu6a6t65/5PtB7nm017dhI6nP4T256h/8de6961d9e9a355696efd86d27c20412/img_148888,,https://www.churosthainyc.com,Restaurants; East Harlem; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Thai; Vegetarian Options; Vegan Options; Gluten-Free; $$$; Member Organization,Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"1590 Lexington Ave.,Manhattan,10029,NY",40.7892879,-73.9487257
The Flatiron Room - NoMad,the-flatiron-room,https://www.nyctourism.com/restaurant-week/the-flatiron-room,http://images.ctfassets.net/1aemqu6a6t65/3T8tyXxjLkDa9flGJfErTs/47c4aedd2727298a20c9b335aaad807b/the-flatiron-room-manhattan-nyc-final-feast_004cf9bb-3030-4f96-9a3c0dec5f5658f0_cbf8e911-28b2-4d55-8680647ab9d69020,https://assets.ctfassets.net/1aemqu6a6t65/3KkFys6Fi2Xs8JDb80cRFS/24543cc0904eee6a86395867a46f1c54/NoMad_RW_Menu_Summer_2023.pdf,https://www.theflatironroom.com/nomad-home,Restaurants; Nomad; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Fireplace(s); Bar; Jazz; Live Music; Member Organization; Club; Lounge; Cocktails; Whiskey Bar; Private Function Room(s),Dinner_Price_60; Sunday_Dinner_Price_60,"37 W. 26th St.,Manhattan,10010,NY",40.7445865,-73.9904569
The Flatiron Room - Murray Hill,the-flatiron-room-murray-hill,https://www.nyctourism.com/restaurant-week/the-flatiron-room-murray-hill,http://images.ctfassets.net/1aemqu6a6t65/qwVQeZ8iVXbBNq5YhtFeJ/68244976ab11aa350b0f59387f61dfd4/fine-and-rare-murray-hill-manhattan-nyc-courtesy-066,https://assets.ctfassets.net/1aemqu6a6t65/7BdS7pctcipiASTR89DB9s/48e46b146f24f35d68a40b39d334d645/MH_RW_Menu_Summer_2023.pdf,https://www.theflatironroom.com/murray-hill-home,Restaurants; Murray Hill; Manhattan; New York City; Organic; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$$$; Fireplace(s); Live Music; Member Organization; Private Function Room(s); Outdoor Dining; Live Music,Dinner_Price_60; Sunday_Dinner_Price_60,"9 E. 37th St.,Manhattan,10016,NY",40.7501775,-73.9821594
Goa New York,goa-new-york,https://www.nyctourism.com/restaurant-week/goa-new-york,http://images.ctfassets.net/1aemqu6a6t65/3QDZaoj9s0jiEI3rPNyP2N/699ef04e4b9fdc5b0aa0774e5233f487/Goa-Tribeca-Manhattan-NYC-Photo-Michael-Tulipan-3.jpg,https://assets.ctfassets.net/1aemqu6a6t65/7q68EMjGOc7Ca0E7lPxIJ8/46471571232976c6a5d9a4a466ddc2bc/1_PDFsam_PDFsam_merge.pdf,https://www.goa-nyc.com,Restaurants; Tribeca; Manhattan; New York City; Asian American Owned; Indian; Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Mastercard Offer,Dinner_Price_60; Sunday_Dinner_Price_60,"78 Leonard St.,Manhattan,10013,NY",40.7172455,-74.0053002
Boqueria - West 40th St,boqueria-west-40th-st,https://www.nyctourism.com/restaurant-week/boqueria-west-40th-st,http://images.ctfassets.net/1aemqu6a6t65/3QDZaoj9s0jiEI3rPNyP2N/699ef04e4b9fdc5b0aa0774e5233f487/Goa-Tribeca-Manhattan-NYC-Photo-Michael-Tulipan-3.jpg,https://assets.ctfassets.net/1aemqu6a6t65/3jOFbxBuqrRTjEJcfgHggu/386ef3c31859f281218a7457417fafaa/NYC_Restaurant_Week_Summer_2023-7.pdf,https://boqueriarestaurant.com/tapas-bar-nyc-west-40th,Restaurants; Garment District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Spanish; $$$,Dinner_Price_45; Sunday_Dinner_45; Lunch_Price_30; Sunday_LunchBrunch_Price_30,"260 W. 40th St.,Manhattan,10018,NY",40.7554625,-73.9900798
Boqueria - Soho,boqueria-soho,https://www.nyctourism.com/restaurant-week/boqueria-soho,http://images.ctfassets.net/1aemqu6a6t65/wqojIwbDgm0TaXvwEwfDP/cd2eddda4e6104b7bcf136abc9c4fb58/boqueria_soho_2,https://assets.ctfassets.net/1aemqu6a6t65/4JQuTrzM42YzQp1FoYrpTU/fa110ba5cb68533c9852c05d3d0e9910/NYC_Restaurant_Week_Summer_2023-7.pdf,https://boqueriarestaurant.com/tapas-bar-nyc-soho,Restaurants; Soho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Spanish; $$$,Dinner_Price_45; Sunday_Dinner_45; Lunch_Price_30; Sunday_LunchBrunch_Price_30,"171 Spring St.,Manhattan,10012,NY",40.7248676,-74.0021707
Boqueria - Flatiron,boqueria-flatiron,https://www.nyctourism.com/restaurant-week/boqueria-flatiron,http://images.ctfassets.net/1aemqu6a6t65/wqojIwbDgm0TaXvwEwfDP/cd2eddda4e6104b7bcf136abc9c4fb58/boqueria_soho_2,https://assets.ctfassets.net/1aemqu6a6t65/3nvMs1Q0iLVDdDRRFapkVO/e730a7aa9b964a8c669ab259c3f9aab1/NYC_Restaurant_Week_Summer_2023-7.pdf,https://boqueriarestaurant.com/tapas-bar-nyc-flatiron,Restaurants; Flatiron District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Spanish; $$$,Dinner_Price_45; Sunday_Dinner_45; Lunch_Price_30; Sunday_LunchBrunch_Price_30,"53 W. 19th St.,Manhattan,10011,NY",40.740279,-73.9937306
RW Prime,rw-prime,https://www.nyctourism.com/restaurant-week/rw-prime,http://images.ctfassets.net/1aemqu6a6t65/3YT6Cj1KfzWE4VdISJLLXW/36bd59b1dae8282f39d373710be09a91/rw_prime,,http://www.rwnewyork.com/dining/rw-prime-steakhouse,Restaurants; Jamaica; Queens; New York City; Large Print; Wheelchair Accessible; American (New); Internet; $$$$; Member Organization,Dinner_Price_60; Sunday_Dinner_Price_60,"Resorts World Casino New York City, 110-00 Rockaway Blvd.,Queens,11420,NY",40.6728572,-73.832624
Antica Pesa,antica-pesa,https://www.nyctourism.com/restaurant-week/antica-pesa,http://images.ctfassets.net/1aemqu6a6t65/3dwsKocOgOR7jmmlxxjGHU/fd4030039523ba30034d7c5e58f0f32f/antica-pesca-williamsburg-brooklyn-nyc-antica-pesa-penne-pomodoro-e-mozzarella,https://assets.ctfassets.net/1aemqu6a6t65/snwAcVyH4rbMHQpsXIOXO/e226c020fb3c8cf33ab53fb574739b36/Antica_Pesa_Restaurant_Week_Menu_Summer_2023.pdf,https://www.anticapesa.com/antica-pesa-new-york-2,Restaurants; Williamsburg; Brooklyn; New York City; Mastercard Offer; Organic; Wheelchair Accessible; Italian; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$$; Fireplace(s); Member Organization; Gift Cards Available; Outdoor Dining,Dinner_Price_60; Sunday_Dinner_Price_60,"115 Berry St.,Brooklyn,11249,NY",40.7188116,-73.9586417
Lavo,lavo-restaurant,https://www.nyctourism.com/restaurant-week/lavo-restaurant,http://images.ctfassets.net/1aemqu6a6t65/4Cl9mOjTKokEszAbay2qx1/de5b7a6f9448ad5222e22d4d4740e949/lavo-courtesy-tao-group-001,,https://taogroup.com/venues/lavo-italian-restaurant-new-york,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Internet; $$$; Dancing/Nightclub; DJs; Member Organization,Dinner_Price_45; Lunch_Price_30,"39 E. 58th St.,Manhattan,10022,NY",40.7629313,-73.9714374
The Consulate Midtown,the-consulate-midtown,https://www.nyctourism.com/restaurant-week/the-consulate-midtown,http://images.ctfassets.net/1aemqu6a6t65/3xXeEHboRMKGECN5FmHHBu/3ffd38c1f0d0ef17178902f870b4c3c4/The-Consulate-Manhattan-NYC-Photo-Emil-Stefanov-2.jpg,https://assets.ctfassets.net/1aemqu6a6t65/7mMNgBYPAjvef2iS3ddUZe/3e279ba0f9fb303f81e3c3b7aed1537c/restaurant_week_summer_2023_menu.pdf,https://midtown.theconsulate.nyc,Restaurants; Midtown West; Manhattan; New York City; Large Print; Wheelchair Accessible; French; Eclectic; American (New); $$$$; Mastercard Offer,Dinner_Price_60; Sunday_Dinner_Price_60,"44 W. 56th St.,Manhattan,10019,NY",40.7630945,-73.9766369
Leña,lena,https://www.nyctourism.com/restaurant-week/lena,http://images.ctfassets.net/1aemqu6a6t65/J7ANRp5QnulZITu2NYrIL/fdd8114fdb8f5cbc8d565c95d91f1e6f/Len__a-Manhattan-NYC-Photo-Courtesy-Mercado-Little-Spain.jpg,https://assets.ctfassets.net/1aemqu6a6t65/39bxZMnkrjqvqBgVFgM3Mx/3b588bf9c75632309699d31498f91634/MLS-NY-C-Lena-RW-Menu-230616-V2.pdf,https://www.littlespain.com/restaurant/lena,Restaurants; Hudson Yards; Manhattan; New York City; Wheelchair Accessible; Latino Owned; Spanish; $$$$; Member Organization; Kid-Friendly; Free WiFi,Lunch_Price_45,"10 Hudson Yards,Manhattan,10001,NY",40.7526964,-74.0011033
